"Código Dane departamento","Departamento","Código Dane municipio","Municipio","Grupo cultivo","Subgrupo","Cultivo","Desagregación cultivo","Año","Periodo","Área sembrada","Área cosechada","Producción","Rendimiento","Ciclo del cultivo","Estado físico del cultivo","Código del cultivo","Nombre científico del cultivo"
"25","Cundinamarca","25436","Manta","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2024","2024B","29,00","30,00","540,00","18,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Pimentón","Pimentón","2019","2019A","14,00","12,00","90,00","7,50","Transitorio","En fresco","1052500","Capsicum annuum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Pimentón","Pimentón","2019","2019B","14,00","14,00","105,00","7,50","Transitorio","En fresco","1052500","Capsicum annuum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Pimentón","Pimentón","2020","2020A","10,00","10,00","80,00","8,00","Transitorio","En fresco","1052500","Capsicum annuum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Pimentón","Pimentón","2020","2020B","8,00","8,00","64,00","8,00","Transitorio","En fresco","1052500","Capsicum annuum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Pimentón","Pimentón","2021","2021A","8,00","8,00","72,00","9,00","Transitorio","En fresco","1052500","Capsicum annuum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Pimentón","Pimentón","2021","2021B","8,00","8,00","80,00","10,00","Transitorio","En fresco","1052500","Capsicum annuum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Pimentón","Pimentón","2022","2022A","6,00","6,00","60,00","10,00","Transitorio","En fresco","1052500","Capsicum annuum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Pimentón","Pimentón","2022","2022B","7,00","7,00","63,00","9,00","Transitorio","En fresco","1052500","Capsicum annuum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Pimentón","Pimentón","2023","2023A","6,00","5,00","45,00","9,00","Transitorio","En fresco","1052500","Capsicum annuum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Pimentón","Pimentón","2023","2023B","7,00","7,00","63,00","9,00","Transitorio","En fresco","1052500","Capsicum annuum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Pimentón","Pimentón","2024","2024A","6,00","6,00","54,00","9,00","Transitorio","En fresco","1052500","Capsicum annuum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Pimentón","Pimentón","2024","2024B","7,00","7,00","63,00","9,00","Transitorio","En fresco","1052500","Capsicum annuum"
"25","Cundinamarca","25436","Manta","Frutales","Demás frutales","Plátano","Plátano consumo interno","2019","2019","29,00","22,00","66,00","3,00","Permanente","En fresco","2045802","Musa x paradisiaca"
"25","Cundinamarca","25436","Manta","Frutales","Demás frutales","Plátano","Plátano consumo interno","2020","2020","31,00","27,00","108,00","4,00","Permanente","En fresco","2045802","Musa x paradisiaca"
"25","Cundinamarca","25436","Manta","Frutales","Demás frutales","Plátano","Plátano consumo interno","2021","2021","31,00","28,00","224,00","8,00","Permanente","En fresco","2045802","Musa x paradisiaca"
"25","Cundinamarca","25436","Manta","Frutales","Demás frutales","Plátano","Plátano consumo interno","2022","2022","36,00","26,00","208,00","8,00","Permanente","En fresco","2045802","Musa x paradisiaca"
"25","Cundinamarca","25436","Manta","Frutales","Demás frutales","Plátano","Plátano consumo interno","2023","2023","36,00","31,00","279,00","9,00","Permanente","En fresco","2045802","Musa x paradisiaca"
"25","Cundinamarca","25436","Manta","Frutales","Demás frutales","Plátano","Plátano consumo interno","2024","2024","42,00","31,00","279,00","9,00","Permanente","En fresco","2045802","Musa x paradisiaca"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate","2019","2019A","15,00","12,00","216,00","18,00","Transitorio","En fresco","1052901","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate","2019","2019B","10,00","10,00","180,00","18,00","Transitorio","En fresco","1052901","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate","2020","2020A","6,00","6,00","120,00","20,00","Transitorio","En fresco","1052901","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate","2020","2020B","3,00","3,00","60,00","20,00","Transitorio","En fresco","1052901","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate","2021","2021A","7,00","7,00","140,00","20,00","Transitorio","En fresco","1052901","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate","2021","2021B","3,00","3,00","60,00","20,00","Transitorio","En fresco","1052901","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate","2022","2022A","7,00","7,00","140,00","20,00","Transitorio","En fresco","1052901","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate","2022","2022B","3,00","3,00","60,00","20,00","Transitorio","En fresco","1052901","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate","2023","2023A","7,00","5,00","100,00","20,00","Transitorio","En fresco","1052901","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate","2023","2023B","4,00","3,00","60,00","20,00","Transitorio","En fresco","1052901","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate","2024","2024A","8,00","8,00","160,00","20,00","Transitorio","En fresco","1052901","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate","2024","2024B","4,00","4,00","80,00","20,00","Transitorio","En fresco","1052901","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Frutales","Solanáceas","Tomate de árbol","Tomate de árbol","2019","2019","2,00","0,00","0,00","0,00","Permanente","En fresco","2046300","Solanum betaceum"
"25","Cundinamarca","25436","Manta","Frutales","Solanáceas","Tomate de árbol","Tomate de árbol","2020","2020","2,50","2,00","14,00","7,00","Permanente","En fresco","2046300","Solanum betaceum"
"25","Cundinamarca","25436","Manta","Frutales","Solanáceas","Tomate de árbol","Tomate de árbol","2021","2021","3,00","2,50","17,50","7,00","Permanente","En fresco","2046300","Solanum betaceum"
"25","Cundinamarca","25436","Manta","Frutales","Solanáceas","Tomate de árbol","Tomate de árbol","2022","2022","2,50","2,00","14,00","7,00","Permanente","En fresco","2046300","Solanum betaceum"
"25","Cundinamarca","25436","Manta","Frutales","Solanáceas","Tomate de árbol","Tomate de árbol","2023","2023","3,00","2,50","17,50","7,00","Permanente","En fresco","2046300","Solanum betaceum"
"25","Cundinamarca","25436","Manta","Frutales","Solanáceas","Tomate de árbol","Tomate de árbol","2024","2024","3,50","1,50","10,50","7,00","Permanente","En fresco","2046300","Solanum betaceum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2019","2019A","15,00","14,00","378,00","27,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2019","2019B","15,00","15,00","375,00","25,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2020","2020A","12,00","12,00","432,00","36,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2020","2020B","9,00","9,00","324,00","36,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2021","2021A","12,00","12,00","432,00","36,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2021","2021B","9,00","9,00","324,00","36,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2022","2022A","12,00","12,00","744,00","62,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2022","2022B","9,00","9,00","540,00","60,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2023","2023A","12,00","12,00","816,00","68,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2023","2023B","12,00","12,00","816,00","68,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2024","2024A","12,00","10,00","680,00","68,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Hortalizas","Hortalizas de fruto","Tomate","Tomate invernadero","2024","2024B","12,00","12,00","816,00","68,00","Transitorio","En fresco","1052902","Lycopersicon esculentum"
"25","Cundinamarca","25436","Manta","Raíces y tubérculos","Raíces y tubérculos","Yuca","Yuca consumo en fresco","2019","2019B","30,00","30,00","240,00","8,00","Transitorio","En fresco","1081001","Manihot esculenta"
"25","Cundinamarca","25436","Manta","Raíces y tubérculos","Raíces y tubérculos","Yuca","Yuca consumo en fresco","2020","2020A","30,00","30,00","240,00","8,00","Transitorio","En fresco","1081001","Manihot esculenta"
"25","Cundinamarca","25436","Manta","Raíces y tubérculos","Raíces y tubérculos","Yuca","Yuca consumo en fresco","2020","2020B","10,00","10,00","80,00","8,00","Transitorio","En fresco","1081001","Manihot esculenta"
"25","Cundinamarca","25436","Manta","Raíces y tubérculos","Raíces y tubérculos","Yuca","Yuca consumo en fresco","2021","2021A","28,00","28,00","224,00","8,00","Transitorio","En fresco","1081001","Manihot esculenta"
"25","Cundinamarca","25436","Manta","Raíces y tubérculos","Raíces y tubérculos","Yuca","Yuca consumo en fresco","2021","2021B","10,00","10,00","70,00","7,00","Transitorio","En fresco","1081001","Manihot esculenta"
"25","Cundinamarca","25436","Manta","Raíces y tubérculos","Raíces y tubérculos","Yuca","Yuca consumo en fresco","2022","2022A","29,00","28,00","196,00","7,00","Transitorio","En fresco","1081001","Manihot esculenta"
"25","Cundinamarca","25436","Manta","Raíces y tubérculos","Raíces y tubérculos","Yuca","Yuca consumo en fresco","2022","2022B","10,00","10,00","70,00","7,00","Transitorio","En fresco","1081001","Manihot esculenta"
"25","Cundinamarca","25436","Manta","Raíces y tubérculos","Raíces y tubérculos","Yuca","Yuca consumo en fresco","2023","2023A","28,00","28,00","196,00","7,00","Transitorio","En fresco","1081001","Manihot esculenta"
"25","Cundinamarca","25436","Manta","Raíces y tubérculos","Raíces y tubérculos","Yuca","Yuca consumo en fresco","2023","2023B","10,00","10,00","70,00","7,00","Transitorio","En fresco","1081001","Manihot esculenta"
"25","Cundinamarca","25436","Manta","Raíces y tubérculos","Raíces y tubérculos","Yuca","Yuca consumo en fresco","2024","2024A","26,00","28,00","196,00","7,00","Transitorio","En fresco","1081001","Manihot esculenta"
"25","Cundinamarca","25436","Manta","Raíces y tubérculos","Raíces y tubérculos","Yuca","Yuca consumo en fresco","2024","2024B","11,00","10,00","70,00","7,00","Transitorio","En fresco","1081001","Manihot esculenta"
"25","Cundinamarca","25736","Sesquilé","Frutales","Demás frutales","Arándano","Arándano","2022","2022","12,60","0,00","0,00","0,00","Permanente","En fresco","2040400","Vaccinium corymbosum"
"25","Cundinamarca","25736","Sesquilé","Frutales","Demás frutales","Arándano","Arándano","2023","2023","12,60","12,60","18,90","1,50","Permanente","En fresco","2040400","Vaccinium corymbosum"
"25","Cundinamarca","25736","Sesquilé","Frutales","Demás frutales","Arándano","Arándano","2024","2024","12,60","12,60","18,90","1,50","Permanente","En fresco","2040400","Vaccinium corymbosum"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Arveja","Arveja","2019","2019A","15,00","15,00","28,04","1,87","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Arveja","Arveja","2019","2019B","10,00","10,00","18,69","1,87","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Arveja","Arveja","2020","2020A","12,00","12,00","33,64","2,80","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Arveja","Arveja","2020","2020B","13,00","13,00","36,45","2,80","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Arveja","Arveja","2021","2021A","15,00","15,00","28,04","1,87","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Arveja","Arveja","2021","2021B","20,00","18,00","33,64","1,87","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Arveja","Arveja","2022","2022A","10,00","15,00","24,53","1,64","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Arveja","Arveja","2022","2022B","18,00","10,00","16,36","1,64","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Arveja","Arveja","2023","2023A","8,00","18,00","29,44","1,64","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Arveja","Arveja","2023","2023B","14,00","8,00","13,08","1,64","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Arveja","Arveja","2024","2024A","5,00","14,00","22,90","1,64","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Arveja","Arveja","2024","2024B","13,00","18,00","16,82","0,93","Transitorio","Grano","1060100","Pisum sativum"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Frijol","Frijol","2019","2019A","3,00","3,00","3,00","1,00","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Frijol","Frijol","2019","2019B","2,00","2,00","2,00","1,00","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Frijol","Frijol","2020","2020A","3,00","3,00","4,20","1,40","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Frijol","Frijol","2021","2021A","5,00","5,00","10,00","2,00","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Frijol","Frijol","2021","2021B","15,00","14,00","28,00","2,00","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Frijol","Frijol","2022","2022A","4,00","10,00","20,98","2,10","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Frijol","Frijol","2022","2022B","4,00","4,00","8,39","2,10","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Frijol","Frijol","2023","2023A","3,00","4,00","8,39","2,10","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Frijol","Frijol","2023","2023B","3,00","3,00","6,29","2,10","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Frijol","Frijol","2024","2024A","1,00","3,00","6,29","2,10","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Frijol","Frijol","2024","2024B","3,00","1,00","3,50","3,50","Transitorio","Grano seco","1060200","Phaseolus vulgaris"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Haba","Haba","2019","2019A","2,00","2,00","2,65","1,32","Transitorio","Grano seco","1060500","Vicia faba"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Haba","Haba","2019","2019B","2,00","2,00","2,65","1,32","Transitorio","Grano seco","1060500","Vicia faba"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Haba","Haba","2020","2020A","2,00","2,00","3,54","1,77","Transitorio","Grano seco","1060500","Vicia faba"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Haba","Haba","2021","2021A","3,00","3,00","5,31","1,77","Transitorio","Grano seco","1060500","Vicia faba"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Haba","Haba","2022","2022A","3,00","0,00","0,00","0,00","Transitorio","Grano seco","1060500","Vicia faba"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Haba","Haba","2022","2022B","0,00","2,00","3,27","1,64","Transitorio","Grano seco","1060500","Vicia faba"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Haba","Haba","2023","2023A","2,50","0,00","0,00","0,00","Transitorio","Grano seco","1060500","Vicia faba"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Haba","Haba","2023","2023B","1,00","2,50","3,87","1,55","Transitorio","Grano seco","1060500","Vicia faba"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Haba","Haba","2024","2024A","1,50","1,00","0,88","0,88","Transitorio","Grano seco","1060500","Vicia faba"
"25","Cundinamarca","25736","Sesquilé","Leguminosas","Leguminosas","Haba","Haba","2024","2024B","1,00","1,50","2,65","1,77","Transitorio","Grano seco","1060500","Vicia faba"
"25","Cundinamarca","25736","Sesquilé","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2021","2021A","22,00","22,00","24,61","1,12","Transitorio","Grano seco","1010402","Zea mays"
"25","Cundinamarca","25736","Sesquilé","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2021","2021B","20,00","18,00","20,14","1,12","Transitorio","Grano seco","1010402","Zea mays"
"25","Cundinamarca","25736","Sesquilé","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022A","15,00","20,00","26,85","1,34","Transitorio","Grano seco","1010402","Zea mays"
"25","Cundinamarca","25736","Sesquilé","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022B","21,00","15,00","18,88","1,26","Transitorio","Grano seco","1010402","Zea mays"
"25","Cundinamarca","25736","Sesquilé","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023A","18,00","21,00","26,43","1,26","Transitorio","Grano seco","1010402","Zea mays"
"25","Cundinamarca","25736","Sesquilé","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023B","19,00","18,00","24,16","1,34","Transitorio","Grano seco","1010402","Zea mays"
"25","Cundinamarca","25736","Sesquilé","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024A","16,00","19,00","23,91","1,26","Transitorio","Grano seco","1010402","Zea mays"
"25","Cundinamarca","25736","Sesquilé","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024B","19,00","16,00","20,14","1,26","Transitorio","Grano seco","1010402","Zea mays"
"25","Cundinamarca","25736","Sesquilé","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019A","23,00","23,00","161,00","7,00","Transitorio","En fresco","1010497","Zea mays"
"25","Cundinamarca","25736","Sesquilé","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019B","15,00","15,00","105,00","7,00","Transitorio","En fresco","1010497","Zea mays"
"25","Cundinamarca","25736","Sesquilé","Cereales","Cereales","Maíz","Maíz tradicional","2020","2020A","10,00","10,00","30,00","3,00","Transitorio","En fresco","1010497","Zea mays"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2019","2019A","100,00","100,00","1.000,00","10,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2019","2019B","115,00","115,00","1.150,00","10,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2020","2020A","40,00","30,00","300,00","10,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2020","2020B","70,00","70,00","700,00","10,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2021","2021A","50,00","50,00","750,00","15,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2021","2021B","30,00","26,00","390,00","15,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2022","2022A","40,00","30,00","540,00","18,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2022","2022B","30,00","20,00","360,00","18,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2023","2023A","45,00","28,00","504,00","18,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2023","2023B","27,00","27,00","486,00","18,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2024","2024A","55,00","0,00","0,00","0,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa criolla","2024","2024B","31,00","86,00","2.322,00","27,00","Transitorio","En fresco","1080702","Solanum phureja"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2019","2019A","1.270,00","1.270,00","54.610,00","43,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2019","2019B","925,00","925,00","37.000,00","40,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2020","2020A","810,00","700,00","21.000,00","30,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2020","2020B","500,00","500,00","16.000,00","32,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2021","2021A","1.100,00","1.100,00","38.500,00","35,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2021","2021B","1.000,00","950,00","33.250,00","35,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2022","2022A","1.050,00","1.020,00","32.640,00","32,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2022","2022B","990,00","980,00","32.340,00","33,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2023","2023A","1.000,00","980,00","31.360,00","32,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2023","2023B","1.200,00","1.200,00","37.200,00","31,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2024","2024A","1.200,00","0,00","0,00","0,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25736","Sesquilé","Raíces y tubérculos","Raíces y tubérculos","Papa","Papa todas las variedades","2024","2024B","1.300,00","1.200,00","46.800,00","39,00","Transitorio","En fresco","1080701","Solanum tuberosum"
"25","Cundinamarca","25736","Sesquilé","Hortalizas","Hortalizas de raíz","Zanahoria","Zanahoria","2019","2019A","25,00","25,00","625,00","25,00","Transitorio","En fresco","1053000","Daucus carota"
"25","Cundinamarca","25736","Sesquilé","Hortalizas","Hortalizas de raíz","Zanahoria","Zanahoria","2019","2019B","22,00","22,00","550,00","25,00","Transitorio","En fresco","1053000","Daucus carota"
"25","Cundinamarca","25736","Sesquilé","Hortalizas","Hortalizas de raíz","Zanahoria","Zanahoria","2020","2020B","6,00","6,00","150,00","25,00","Transitorio","En fresco","1053000","Daucus carota"
"25","Cundinamarca","25736","Sesquilé","Hortalizas","Hortalizas de raíz","Zanahoria","Zanahoria","2021","2021B","20,00","15,00","270,00","18,00","Transitorio","En fresco","1053000","Daucus carota"
"25","Cundinamarca","25736","Sesquilé","Hortalizas","Hortalizas de raíz","Zanahoria","Zanahoria","2022","2022B","15,00","14,00","280,00","20,00","Transitorio","En fresco","1053000","Daucus carota"
"25","Cundinamarca","25736","Sesquilé","Hortalizas","Hortalizas de raíz","Zanahoria","Zanahoria","2023","2023B","12,00","12,00","240,00","20,00","Transitorio","En fresco","1053000","Daucus carota"
"25","Cundinamarca","25736","Sesquilé","Hortalizas","Hortalizas de raíz","Zanahoria","Zanahoria","2024","2024B","10,00","10,00","500,00","50,00","Transitorio","En fresco","1053000","Daucus carota"
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Arándano","Arándano","2020","2020","3,50","3,50","24,50","7,00","Permanente","En fresco","2040400","Vaccinium corymbosum"
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Arándano","Arándano","2021","2021","8,50","3,50","31,50","9,00","Permanente","En fresco","2040400","Vaccinium corymbosum"
"25","Cundinamarca","25772","Suesca","Frutales","Demás frutales","Arándano","Arándano","2022","2022","10,50","7,50","22,50","3,00","Permanente","En fresco","2040400","Vaccinium corymbosum"
